Country,IP Address,Timestamp,URL,Browser Type,Referral URL
Romania,203.0.113.16,12:31:53,/swimming.html,Google Chrome,Twitter
Netherlands,192.0.2.13,06:02:38,/shooting.html,Microsoft Edge,Facebook
Hungary,203.0.113.8,22:38:56,/fencing.html,Microsoft Edge,Facebook
Romania,203.0.113.16,18:02:50,/boxing.html,Opera,Google Search
France,203.0.113.7,20:38:46,/volleyball.html,Safari,Facebook
Hungary,203.0.113.8,11:23:10,/images/games.jpg,Opera,Twitter
Italy,192.0.2.10,10:04:18,/fencing.html,Mozilla Firefox,Twitter
New Zealand,198.51.100.14,22:52:19,/basketball.html,Mozilla Firefox,Facebook
Netherlands,192.0.2.13,13:28:11,/tabletennis.html,Google Chrome,Twitter
Kenya,203.0.113.11,09:17:30,/weightlifting.html,Internet Explorer,Facebook
Iraq,192.0.2.9,08:53:57,/archery.html,Mozilla Firefox,Facebook
South Korea,192.0.2.11,23:39:21,/football.html,Safari,Facebook
Poland,192.0.2.15,02:48:22,/handball.html,Google Chrome,LinkedIn
Ireland,198.51.100.10,08:52:18,/equestrian.html,Microsoft Edge,Facebook
Egypt,192.0.2.6,05:39:12,/rowing.html,Internet Explorer,Facebook
India,192.0.2.8,21:34:32,/shooting.html,Internet Explorer,Facebook
Afghanistan,198.51.100.1,10:01:56,/rowing.html,Mozilla Firefox,Facebook
India,192.0.2.8,22:38:10,/searchsports.php,Opera,LinkedIn
Ireland,198.51.100.10,14:10:24,/fencing.html,Microsoft Edge,Google Search
Israel,203.0.113.10,18:33:52,/equestrian.html,Google Chrome,Facebook
Netherlands,192.0.2.13,07:28:12,/index.html,Safari,Facebook
Czech Republic,198.51.100.6,01:00:43,/rowing.html,Opera,Facebook
India,192.0.2.8,19:18:51,/gymnastics.html,Opera,Twitter
Chile,192.0.2.4,21:57:12,/index.html,Internet Explorer,Facebook
Norway,192.0.2.14,11:30:37,/rowing.html,Safari,Facebook
Greece,198.51.100.8,20:32:57,/swimming.html,Safari,LinkedIn
Afghanistan,198.51.100.1,09:53:25,/tennis.html,Safari,Facebook
South Korea,192.0.2.11,13:24:01,/karate.html,Internet Explorer,Google Search
Angola,198.51.100.2,11:34:05,/weightlifting.html,Mozilla Firefox,Facebook
Greece,198.51.100.8,19:49:53,/handball.html,Google Chrome,Twitter
Czech Republic,198.51.100.6,20:05:57,/swimming.html,Microsoft Edge,Twitter
Iraq,192.0.2.9,13:37:31,/equestrian.html,Safari,Facebook
South Korea,192.0.2.11,16:42:17,/trackandfield.html,Google Chrome,Twitter
France,203.0.113.7,21:05:19,/swimming.html,Internet Explorer,Facebook
Chile,192.0.2.4,12:00:25,/judo.html,Microsoft Edge,Twitter
Bangladesh,203.0.113.3,19:56:40,/volleyball.html,Microsoft Edge,Facebook
Brazil,198.51.100.4,00:27:16,/sailing.html,Opera,Facebook
Japan,198.51.100.11,16:41:36,/volleyball.html,Mozilla Firefox,Twitter
Finland,198.51.100.7,03:30:19,/olympics.html,Opera,Facebook
Finland,198.51.100.7,23:44:44,/football.html,Google Chrome,Google Search
Kenya,203.0.113.11,03:46:09,/fencing.html,Safari,Twitter
Japan,198.51.100.11,02:33:51,/tennis.html,Safari,Twitter
Canada,203.0.113.4,03:14:12,/index.html,Mozilla Firefox,Facebook
Bangladesh,203.0.113.3,15:48:02,/volleyball.html,Microsoft Edge,LinkedIn
Malaysia,203.0.113.12,21:51:58,/gymnastics.html,Safari,Facebook
Cuba,192.0.2.5,13:01:23,/judo.html,Safari,Facebook
Nigeria,203.0.113.14,02:33:59,/weightlifting.html,Opera,LinkedIn
Greece,198.51.100.8,07:25:40,/sailing.html,Google Chrome,Twitter
Czech Republic,198.51.100.6,05:58:14,/tennis.html,Safari,Twitter
Nigeria,203.0.113.14,03:16:26,/index.html,Microsoft Edge,Facebook
Colombia,203.0.113.5,16:31:21,/karate.html,Mozilla Firefox,Google Search
Australia,192.0.2.2,10:42:54,/index.html,Safari,Google Search
South Korea,192.0.2.11,10:02:23,/gymnastics.html,Mozilla Firefox,LinkedIn
Japan,198.51.100.11,04:01:35,/judo.html,Opera,Facebook
Singapore,203.0.113.17,10:11:58,/Triathalon.html,Microsoft Edge,Twitter
Austria,198.51.100.3,20:22:44,/searchsports.php,Mozilla Firefox,Facebook
New Zealand,198.51.100.14,06:19:43,/equestrian.html,Safari,Facebook
Chile,192.0.2.4,09:56:30,/tennis.html,Microsoft Edge,Facebook
Egypt,192.0.2.6,05:04:59,/karate.html,Internet Explorer,Google Search
Albania,203.0.113.1,18:41:34,/tennis.html,Safari,Twitter
Belgium,192.0.2.3,16:38:51,/fencing.html,Opera,Facebook
Portugal,198.51.100.16,13:26:45,/equestrian.html,Google Chrome,Facebook
Singapore,203.0.113.17,17:48:52,/sailing.html,Google Chrome,Twitter
Canada,203.0.113.4,05:57:32,/karate.html,Google Chrome,Twitter
Mexico,192.0.2.12,22:18:20,/sailing.html,Google Chrome,Twitter
Russia,192.0.2.16,23:56:00,/index.html,Google Chrome,Twitter
Singapore,203.0.113.17,04:21:50,/equestrian.html,Mozilla Firefox,LinkedIn
New Zealand,198.51.100.14,05:39:44,/images/games.jpg,Google Chrome,Facebook
Iraq,192.0.2.9,14:22:11,/rowing.html,Safari,Facebook
Philippines,203.0.113.15,13:01:33,/judo.html,Safari,Twitter
Iraq,192.0.2.9,18:40:11,/volleyball.html,Internet Explorer,Facebook
New Zealand,198.51.100.14,11:30:27,/rowing.html,Microsoft Edge,Twitter
Iran,203.0.113.9,09:06:45,/tennis.html,Opera,Facebook
South Korea,192.0.2.11,02:17:50,/index.html,Mozilla Firefox,Twitter
Pakistan,198.51.100.15,06:28:52,/tabletennis.html,Internet Explorer,Twitter
Iraq,192.0.2.9,09:24:44,/tennis.html,Microsoft Edge,Facebook
Canada,203.0.113.4,05:59:55,/shooting.html,Safari,LinkedIn
Angola,198.51.100.2,13:13:16,/olympics.html,Google Chrome,LinkedIn
Australia,192.0.2.2,06:14:17,/archery.html,Internet Explorer,Facebook
Hungary,203.0.113.8,15:06:51,/equestrian.html,Mozilla Firefox,LinkedIn
Italy,192.0.2.10,00:35:52,/karate.html,Internet Explorer,Facebook
Netherlands,192.0.2.13,14:32:14,/karate.html,Internet Explorer,Facebook
Canada,203.0.113.4,06:12:56,/index.html,Mozilla Firefox,Facebook
Nigeria,203.0.113.14,18:15:25,/shooting.html,Mozilla Firefox,Twitter
France,203.0.113.7,19:43:57,/volleyball.html,Safari,Twitter
Ireland,198.51.100.10,22:12:56,/weightlifting.html,Opera,LinkedIn
Romania,203.0.113.16,01:05:01,/volleyball.html,Mozilla Firefox,Twitter
Russia,192.0.2.16,12:16:04,/karate.html,Microsoft Edge,LinkedIn
China,198.51.100.5,13:57:27,/index.html,Opera,Twitter
Egypt,192.0.2.6,16:33:47,/index.html,Opera,Facebook
Portugal,198.51.100.16,07:44:12,/karate.html,Opera,Twitter
Italy,192.0.2.10,13:24:47,/fencing.html,Microsoft Edge,Facebook
Netherlands,192.0.2.13,07:11:17,/swimming.html,Microsoft Edge,Twitter
Netherlands,192.0.2.13,19:20:54,/tennis.html,Internet Explorer,Facebook
Greece,198.51.100.8,18:34:03,/archery.html,Mozilla Firefox,Facebook
Philippines,203.0.113.15,22:40:44,/searchsports.php,Microsoft Edge,Google Search
Angola,198.51.100.2,02:39:34,/fencing.html,Opera,Twitter
Mexico,192.0.2.12,14:17:30,/index.html,Google Chrome,LinkedIn
Greece,198.51.100.8,17:54:01,/Triathalon.html,Microsoft Edge,LinkedIn
Chile,192.0.2.4,21:22:28,/sailing.html,Opera,Facebook
Portugal,198.51.100.16,20:14:13,/swimming.html,Microsoft Edge,Facebook
Indonesia,198.51.100.9,21:14:59,/olympics.html,Safari,LinkedIn
Czech Republic,198.51.100.6,21:39:46,/boxing.html,Opera,Twitter
Belgium,192.0.2.3,19:17:19,/searchsports.php,Internet Explorer,Facebook
Australia,192.0.2.2,18:31:46,/tabletennis.html,Google Chrome,LinkedIn
France,203.0.113.7,05:39:06,/volleyball.html,Safari,Facebook
Cuba,192.0.2.5,01:01:50,/equestrian.html,Internet Explorer,Facebook
Japan,198.51.100.11,07:39:02,/tabletennis.html,Microsoft Edge,Twitter
Italy,192.0.2.10,08:00:34,/equestrian.html,Microsoft Edge,Facebook
Mexico,192.0.2.12,20:41:50,/sailing.html,Microsoft Edge,Twitter
Canada,203.0.113.4,04:22:57,/archery.html,Internet Explorer,LinkedIn
Germany,192.0.2.7,09:21:46,/archery.html,Google Chrome,Google Search
Kenya,203.0.113.11,17:10:33,/diving.html,Google Chrome,Google Search
Cuba,192.0.2.5,07:35:19,/index.html,Microsoft Edge,Facebook
Iran,203.0.113.9,10:59:43,/tabletennis.html,Google Chrome,Facebook
Germany,192.0.2.7,23:52:11,/gymnastics.html,Safari,Google Search
South Africa,192.0.2.17,16:46:05,/swimming.html,Opera,Twitter
Hungary,203.0.113.8,06:36:55,/archery.html,Safari,Facebook
Romania,203.0.113.16,16:27:38,/tennis.html,Internet Explorer,LinkedIn
France,203.0.113.7,05:40:06,/basketball.html,Microsoft Edge,Twitter
Denmark,203.0.113.6,19:20:26,/index.html,Microsoft Edge,Twitter
Greece,198.51.100.8,10:44:45,/Triathalon.html,Mozilla Firefox,Google Search
South Korea,192.0.2.11,06:48:18,/judo.html,Mozilla Firefox,Twitter
Portugal,198.51.100.16,07:05:33,/gymnastics.html,Microsoft Edge,Facebook
Argentina,203.0.113.2,15:37:55,/archery.html,Safari,Twitter
Romania,203.0.113.16,21:51:01,/tennis.html,Safari,LinkedIn
Cuba,192.0.2.5,22:40:50,/tennis.html,Opera,Facebook
Austria,198.51.100.3,17:39:20,/judo.html,Internet Explorer,Twitter
Saudi Arabia,198.51.100.17,06:24:56,/equestrian.html,Safari,Facebook
Russia,192.0.2.16,03:09:20,/volleyball.html,Internet Explorer,Twitter
Egypt,192.0.2.6,06:26:34,/index.html,Internet Explorer,Twitter
Portugal,198.51.100.16,02:05:13,/volleyball.html,Mozilla Firefox,LinkedIn
South Korea,192.0.2.11,04:45:35,/gymnastics.html,Safari,Facebook
Nigeria,203.0.113.14,07:11:05,/boxing.html,Microsoft Edge,Facebook
Israel,203.0.113.10,00:45:46,/olympics.html,Google Chrome,Twitter
Finland,198.51.100.7,04:41:19,/football.html,Internet Explorer,LinkedIn
Pakistan,198.51.100.15,22:25:19,/equestrian.html,Opera,Twitter
Philippines,203.0.113.15,08:32:36,/index.html,Safari,Facebook
Iran,203.0.113.9,01:04:45,/shooting.html,Safari,Facebook
India,192.0.2.8,03:42:04,/handball.html,Safari,Facebook
Malaysia,203.0.113.12,22:06:06,/equestrian.html,Internet Explorer,Facebook
Finland,198.51.100.7,01:28:56,/basketball.html,Mozilla Firefox,Twitter
Norway,192.0.2.14,22:42:51,/judo.html,Mozilla Firefox,Facebook
Colombia,203.0.113.5,07:07:47,/rowing.html,Microsoft Edge,LinkedIn
Malaysia,203.0.113.12,02:59:06,/index.html,Google Chrome,Twitter
Brazil,198.51.100.4,03:47:59,/trackandfield.html,Microsoft Edge,Twitter
Cuba,192.0.2.5,13:53:03,/handball.html,Google Chrome,Facebook
Morocco,198.51.100.13,07:32:26,/diving.html,Google Chrome,Google Search
Netherlands,192.0.2.13,00:32:43,/fencing.html,Safari,Twitter
Ireland,198.51.100.10,14:26:41,/tabletennis.html,Google Chrome,Twitter
Mexico,192.0.2.12,22:39:08,/volleyball.html,Opera,Facebook
Portugal,198.51.100.16,14:29:03,/football.html,Mozilla Firefox,Facebook
Algeria,192.0.2.1,10:03:53,/boxing.html,Safari,Facebook
Czech Republic,198.51.100.6,04:47:47,/diving.html,Google Chrome,Facebook
Morocco,198.51.100.13,03:59:04,/rowing.html,Safari,Facebook
Portugal,198.51.100.16,07:56:32,/olympics.html,Safari,LinkedIn
Brazil,198.51.100.4,22:07:46,/swimming.html,Google Chrome,Google Search
South Africa,192.0.2.17,06:29:50,/tabletennis.html,Safari,Twitter
Afghanistan,198.51.100.1,00:01:17,/Triathalon.html,Opera,Facebook
Canada,203.0.113.4,21:13:05,/handball.html,Safari,LinkedIn
Italy,192.0.2.10,07:53:03,/images/games.jpg,Internet Explorer,LinkedIn
India,192.0.2.8,22:17:14,/shooting.html,Internet Explorer,Facebook
Nepal,203.0.113.13,19:06:19,/shooting.html,Mozilla Firefox,Facebook
Chile,192.0.2.4,20:33:02,/Triathalon.html,Opera,Facebook
Norway,192.0.2.14,16:59:01,/equestrian.html,Opera,Twitter
Finland,198.51.100.7,13:05:42,/volleyball.html,Google Chrome,Facebook
Bangladesh,203.0.113.3,02:39:16,/fencing.html,Mozilla Firefox,Facebook
India,192.0.2.8,07:32:09,/archery.html,Safari,Facebook
Afghanistan,198.51.100.1,10:48:59,/swimming.html,Microsoft Edge,Facebook
South Korea,192.0.2.11,04:11:51,/trackandfield.html,Opera,Google Search
Afghanistan,198.51.100.1,07:14:42,/boxing.html,Microsoft Edge,LinkedIn
Russia,192.0.2.16,17:28:12,/tabletennis.html,Internet Explorer,Twitter
Chile,192.0.2.4,11:13:10,/tabletennis.html,Microsoft Edge,Facebook
China,198.51.100.5,05:10:10,/index.html,Mozilla Firefox,Twitter
Czech Republic,198.51.100.6,15:53:06,/equestrian.html,Opera,Twitter
New Zealand,198.51.100.14,10:18:53,/trackandfield.html,Opera,Twitter
Bangladesh,203.0.113.3,12:42:09,/fencing.html,Safari,Facebook
France,203.0.113.7,09:12:43,/swimming.html,Google Chrome,Facebook
Argentina,203.0.113.2,00:43:12,/images/games.jpg,Google Chrome,Facebook
France,203.0.113.7,16:09:20,/index.html,Google Chrome,Twitter
New Zealand,198.51.100.14,16:01:42,/index.html,Microsoft Edge,Facebook
Denmark,203.0.113.6,20:49:55,/archery.html,Safari,LinkedIn
Singapore,203.0.113.17,20:49:59,/trackandfield.html,Safari,Twitter
South Africa,192.0.2.17,09:01:39,/fencing.html,Microsoft Edge,Twitter
South Africa,192.0.2.17,11:27:37,/boxing.html,Google Chrome,Twitter
Germany,192.0.2.7,17:31:10,/football.html,Internet Explorer,Twitter
Italy,192.0.2.10,07:10:08,/tennis.html,Microsoft Edge,Twitter
Netherlands,192.0.2.13,07:07:40,/diving.html,Internet Explorer,Google Search
Kenya,203.0.113.11,16:52:30,/gymnastics.html,Opera,Facebook
Philippines,203.0.113.15,15:58:29,/searchsports.php,Google Chrome,Twitter
Saudi Arabia,198.51.100.17,00:09:43,/index.html,Microsoft Edge,Google Search
Albania,203.0.113.1,20:07:51,/images/games.jpg,Google Chrome,Facebook
Austria,198.51.100.3,16:49:29,/volleyball.html,Google Chrome,Facebook
Germany,192.0.2.7,06:17:59,/tabletennis.html,Safari,Twitter
South Korea,192.0.2.11,15:20:42,/trackandfield.html,Google Chrome,Twitter
India,192.0.2.8,18:37:02,/equestrian.html,Safari,Facebook
Hungary,203.0.113.8,09:10:26,/boxing.html,Safari,Google Search
Kenya,203.0.113.11,10:55:12,/basketball.html,Microsoft Edge,Google Search
Japan,198.51.100.11,05:18:53,/trackandfield.html,Mozilla Firefox,Google Search
Czech Republic,198.51.100.6,01:20:36,/Triathalon.html,Opera,LinkedIn
Lebanon,198.51.100.12,05:52:06,/judo.html,Opera,Twitter
Russia,192.0.2.16,00:56:12,/rowing.html,Opera,Twitter
Argentina,203.0.113.2,09:07:34,/rowing.html,Microsoft Edge,Facebook
Lebanon,198.51.100.12,19:04:46,/rowing.html,Mozilla Firefox,Google Search
Malaysia,203.0.113.12,22:10:48,/sailing.html,Mozilla Firefox,Twitter
South Africa,192.0.2.17,03:09:11,/index.html,Mozilla Firefox,Facebook
Norway,192.0.2.14,14:44:42,/tennis.html,Mozilla Firefox,Twitter
Singapore,203.0.113.17,21:55:58,/handball.html,Opera,Twitter
Norway,192.0.2.14,11:57:13,/tennis.html,Google Chrome,Facebook
Greece,198.51.100.8,05:12:07,/tennis.html,Microsoft Edge,Twitter
Belgium,192.0.2.3,21:04:57,/olympics.html,Safari,Facebook
China,198.51.100.5,05:10:31,/index.html,Google Chrome,Twitter
Norway,192.0.2.14,04:06:11,/sailing.html,Safari,Facebook
Norway,192.0.2.14,09:51:02,/trackandfield.html,Safari,Facebook
New Zealand,198.51.100.14,01:25:36,/shooting.html,Google Chrome,Facebook
Angola,198.51.100.2,09:07:26,/tabletennis.html,Internet Explorer,Twitter
Chile,192.0.2.4,05:04:26,/index.html,Safari,Facebook
Canada,203.0.113.4,19:48:26,/weightlifting.html,Safari,Facebook
Belgium,192.0.2.3,02:26:34,/tennis.html,Opera,Google Search
Hungary,203.0.113.8,21:01:38,/boxing.html,Mozilla Firefox,Twitter
South Africa,192.0.2.17,07:05:02,/gymnastics.html,Safari,Facebook
Canada,203.0.113.4,03:49:06,/gymnastics.html,Microsoft Edge,Google Search
Denmark,203.0.113.6,10:59:33,/archery.html,Safari,Facebook
Indonesia,198.51.100.9,06:01:58,/handball.html,Mozilla Firefox,Twitter
South Korea,192.0.2.11,07:59:53,/sailing.html,Internet Explorer,Facebook
Finland,198.51.100.7,08:11:01,/football.html,Internet Explorer,Facebook
Italy,192.0.2.10,05:27:22,/rowing.html,Mozilla Firefox,Google Search
Poland,192.0.2.15,16:19:12,/searchsports.php,Microsoft Edge,Facebook
Japan,198.51.100.11,15:18:24,/handball.html,Google Chrome,Twitter
Nigeria,203.0.113.14,16:17:19,/football.html,Mozilla Firefox,Google Search
Finland,198.51.100.7,17:48:47,/judo.html,Safari,Facebook
Portugal,198.51.100.16,00:29:35,/boxing.html,Internet Explorer,Facebook
France,203.0.113.7,09:59:23,/index.html,Safari,Facebook
France,203.0.113.7,02:38:25,/archery.html,Microsoft Edge,Twitter
Netherlands,192.0.2.13,15:09:04,/swimming.html,Microsoft Edge,Twitter
Canada,203.0.113.4,20:52:06,/tennis.html,Internet Explorer,Twitter
Lebanon,198.51.100.12,14:59:38,/judo.html,Google Chrome,Facebook
Canada,203.0.113.4,07:08:56,/volleyball.html,Safari,Google Search
Russia,192.0.2.16,23:56:02,/diving.html,Internet Explorer,Google Search
Israel,203.0.113.10,17:16:07,/swimming.html,Opera,Facebook
Lebanon,198.51.100.12,18:14:34,/archery.html,Mozilla Firefox,Twitter
Singapore,203.0.113.17,13:01:34,/index.html,Google Chrome,Facebook
Australia,192.0.2.2,13:55:42,/football.html,Mozilla Firefox,Facebook
Algeria,192.0.2.1,07:01:17,/swimming.html,Google Chrome,Facebook
Austria,198.51.100.3,21:57:45,/swimming.html,Internet Explorer,Google Search
Malaysia,203.0.113.12,09:03:31,/searchsports.php,Google Chrome,Twitter
Romania,203.0.113.16,23:11:43,/boxing.html,Mozilla Firefox,Twitter
Colombia,203.0.113.5,15:45:49,/rowing.html,Internet Explorer,Facebook
South Africa,192.0.2.17,06:00:33,/weightlifting.html,Internet Explorer,Twitter
Iran,203.0.113.9,19:35:12,/volleyball.html,Internet Explorer,Twitter
Colombia,203.0.113.5,16:10:23,/volleyball.html,Mozilla Firefox,Twitter
Norway,192.0.2.14,21:38:59,/judo.html,Mozilla Firefox,Twitter
Austria,198.51.100.3,10:03:18,/weightlifting.html,Safari,Twitter
Pakistan,198.51.100.15,11:33:22,/rowing.html,Google Chrome,Facebook
Ireland,198.51.100.10,00:53:56,/searchsports.php,Mozilla Firefox,Google Search
Indonesia,198.51.100.9,03:24:05,/equestrian.html,Safari,Facebook
Ireland,198.51.100.10,00:15:54,/fencing.html,Google Chrome,Twitter
China,198.51.100.5,06:51:37,/fencing.html,Safari,LinkedIn
Afghanistan,198.51.100.1,20:17:48,/trackandfield.html,Mozilla Firefox,Facebook
Pakistan,198.51.100.15,10:23:53,/karate.html,Opera,Facebook
Lebanon,198.51.100.12,11:20:02,/index.html,Google Chrome,LinkedIn
South Africa,192.0.2.17,12:13:39,/rowing.html,Safari,Facebook
Israel,203.0.113.10,09:15:29,/index.html,Mozilla Firefox,Twitter
Italy,192.0.2.10,21:32:39,/equestrian.html,Internet Explorer,Twitter
Mexico,192.0.2.12,05:59:39,/trackandfield.html,Opera,LinkedIn
Cuba,192.0.2.5,20:34:25,/judo.html,Internet Explorer,Google Search
Greece,198.51.100.8,11:53:36,/rowing.html,Microsoft Edge,Facebook
Russia,192.0.2.16,13:52:59,/handball.html,Internet Explorer,Facebook
Hungary,203.0.113.8,05:28:28,/swimming.html,Opera,Twitter
Nepal,203.0.113.13,21:13:01,/archery.html,Safari,LinkedIn
Canada,203.0.113.4,06:01:03,/index.html,Safari,Facebook
Czech Republic,198.51.100.6,22:11:27,/index.html,Microsoft Edge,Facebook
Chile,192.0.2.4,13:42:09,/football.html,Internet Explorer,Facebook
Pakistan,198.51.100.15,05:40:17,/searchsports.php,Safari,Google Search
Lebanon,198.51.100.12,09:14:50,/volleyball.html,Safari,Facebook
Mexico,192.0.2.12,01:55:23,/tennis.html,Opera,Facebook
Chile,192.0.2.4,10:26:47,/boxing.html,Safari,Facebook
Nepal,203.0.113.13,08:42:51,/images/games.jpg,Safari,Twitter
Portugal,198.51.100.16,06:41:01,/tennis.html,Safari,Twitter
Iraq,192.0.2.9,00:55:32,/images/games.jpg,Google Chrome,Twitter
Colombia,203.0.113.5,09:38:37,/searchsports.php,Internet Explorer,Facebook
Poland,192.0.2.15,00:59:25,/karate.html,Google Chrome,Facebook
Poland,192.0.2.15,19:58:34,/volleyball.html,Internet Explorer,Facebook
Malaysia,203.0.113.12,20:18:32,/fencing.html,Google Chrome,Facebook
Singapore,203.0.113.17,04:04:25,/diving.html,Safari,Twitter
Afghanistan,198.51.100.1,19:08:23,/trackandfield.html,Microsoft Edge,Facebook
Ireland,198.51.100.10,03:15:41,/index.html,Internet Explorer,Twitter
Greece,198.51.100.8,03:14:29,/archery.html,Safari,Twitter
Japan,198.51.100.11,03:05:31,/tabletennis.html,Mozilla Firefox,Facebook
China,198.51.100.5,03:07:39,/index.html,Microsoft Edge,Twitter
Russia,192.0.2.16,15:08:09,/weightlifting.html,Google Chrome,Facebook
Iran,203.0.113.9,03:33:14,/basketball.html,Opera,Facebook
Indonesia,198.51.100.9,22:40:52,/volleyball.html,Microsoft Edge,Facebook
Indonesia,198.51.100.9,05:04:54,/handball.html,Microsoft Edge,Facebook
Denmark,203.0.113.6,01:49:18,/judo.html,Google Chrome,Facebook
Argentina,203.0.113.2,09:57:59,/tabletennis.html,Opera,Twitter
Greece,198.51.100.8,15:51:01,/basketball.html,Mozilla Firefox,Twitter
Indonesia,198.51.100.9,00:02:56,/judo.html,Opera,Facebook
Norway,192.0.2.14,18:16:45,/weightlifting.html,Microsoft Edge,Twitter
Italy,192.0.2.10,00:17:04,/olympics.html,Safari,Facebook
Indonesia,198.51.100.9,17:15:17,/archery.html,Mozilla Firefox,Facebook
Mexico,192.0.2.12,11:42:54,/judo.html,Microsoft Edge,Facebook
